blob_timestamp_ms_time_from_acquisition_start_to_blob_transfer,5282
trigger_source,2
trigger_mode,0
recording_time_s,5.000000
recording_time_ms,5000.000000
sampling_rate_ms,0.037194908
sample_count,134427
duration_from_sample_count_ms,4999.999853
duration_error_ms,-0.000147
duration_error_percent,-0.000003

sample_index,sample_time_from_payload_start_ms,raw_counts_int16,acceleration_mg,acceleration_g
230,8.554828763,54,26.352000,0.026352000
231,8.592023671,30,14.640000,0.014640000
232,8.629218578,18,8.784000,0.008784000
233,8.666413486,58,28.304000,0.028304000
234,8.703608394,62,30.256000,0.030256000
235,8.740803301,35,17.080000,0.017080000
236,8.777998209,55,26.840000,0.026840000
237,8.815193117,51,24.888000,0.024888000
238,8.852388024,48,23.424000,0.023424000
239,8.889582932,51,24.888000,0.024888000
240,8.926777840,30,14.640000,0.014640000
241,8.963972747,22,10.736000,0.010736000
242,9.001167655,64,31.232000,0.031232000
243,9.038362563,36,17.568000,0.017568000
244,9.075557470,86,41.968000,0.041968000
245,9.112752378,10,4.880000,0.004880000
246,9.149947286,75,36.600000,0.036600000
247,9.187142193,23,11.224000,0.011224000
248,9.224337101,54,26.352000,0.026352000
249,9.261532009,15,7.320000,0.007320000
250,9.298726916,47,22.936000,0.022936000
251,9.335921824,56,27.328000,0.027328000
252,9.373116732,67,32.696000,0.032696000
253,9.410311639,58,28.304000,0.028304000
254,9.447506547,51,24.888000,0.024888000
255,9.484701455,59,28.792000,0.028792000
256,9.521896362,60,29.280000,0.029280000
257,9.559091270,39,19.032000,0.019032000
258,9.596286178,61,29.768000,0.029768000
259,9.633481085,41,20.008000,0.020008000
260,9.670675993,59,28.792000,0.028792000
261,9.707870901,39,19.032000,0.019032000
262,9.745065808,77,37.576000,0.037576000
263,9.782260716,-28,-13.664000,-0.013664000
264,9.819455624,74,36.112000,0.036112000
265,9.856650531,1,0.488000,0.000488000
266,9.893845439,46,22.448000,0.022448000
267,9.931040347,30,14.640000,0.014640000
268,9.968235254,71,34.648000,0.034648000
269,10.005430162,48,23.424000,0.023424000
270,10.042625070,32,15.616000,0.015616000
271,10.079819977,59,28.792000,0.028792000
272,10.117014885,99,48.312000,0.048312000
273,10.154209793,25,12.200000,0.012200000
274,10.191404700,53,25.864000,0.025864000
275,10.228599608,14,6.832000,0.006832000
276,10.265794516,84,40.992000,0.040992000
277,10.302989423,28,13.664000,0.013664000
278,10.340184331,20,9.760000,0.009760000
279,10.377379239,83,40.504000,0.040504000
280,10.414574146,43,20.984000,0.020984000
281,10.451769054,73,35.624000,0.035624000
282,10.488963962,54,26.352000,0.026352000
283,10.526158869,51,24.888000,0.024888000
284,10.563353777,51,24.888000,0.024888000
285,10.600548685,30,14.640000,0.014640000
286,10.637743592,32,15.616000,0.015616000
287,10.674938500,46,22.448000,0.022448000
288,10.712133408,35,17.080000,0.017080000
289,10.749328315,38,18.544000,0.018544000
290,10.786523223,45,21.960000,0.021960000
291,10.823718131,51,24.888000,0.024888000
292,10.860913038,39,19.032000,0.019032000
293,10.898107946,55,26.840000,0.026840000
294,10.935302854,54,26.352000,0.026352000
295,10.972497761,36,17.568000,0.017568000
296,11.009692669,56,27.328000,0.027328000
297,11.046887577,36,17.568000,0.017568000
298,11.084082484,83,40.504000,0.040504000
299,11.121277392,42,20.496000,0.020496000
300,11.158472300,49,23.912000,0.023912000
301,11.195667207,56,27.328000,0.027328000
302,11.232862115,16,7.808000,0.007808000
303,11.270057023,36,17.568000,0.017568000
304,11.307251930,-2,-0.976000,-0.000976000
305,11.344446838,62,30.256000,0.030256000
306,11.381641746,66,32.208000,0.032208000
307,11.418836653,19,9.272000,0.009272000
308,11.456031561,68,33.184000,0.033184000
309,11.493226469,-3,-1.464000,-0.001464000
310,11.530421376,78,38.064000,0.038064000
311,11.567616284,47,22.936000,0.022936000
312,11.604811192,33,16.104000,0.016104000
313,11.642006099,15,7.320000,0.007320000
314,11.679201007,18,8.784000,0.008784000
315,11.716395915,84,40.992000,0.040992000
316,11.753590822,40,19.520000,0.019520000
317,11.790785730,28,13.664000,0.013664000
318,11.827980638,79,38.552000,0.038552000
319,11.865175545,49,23.912000,0.023912000
320,11.902370453,91,44.408000,0.044408000
321,11.939565361,62,30.256000,0.030256000
322,11.976760268,32,15.616000,0.015616000
323,12.013955176,64,31.232000,0.031232000
324,12.051150084,71,34.648000,0.034648000
325,12.088344991,52,25.376000,0.025376000
326,12.125539899,61,29.768000,0.029768000
327,12.162734807,25,12.200000,0.012200000
328,12.199929714,55,26.840000,0.026840000
329,12.237124622,49,23.912000,0.023912000
330,12.274319530,20,9.760000,0.009760000
331,12.311514437,19,9.272000,0.009272000
332,12.348709345,50,24.400000,0.024400000
333,12.385904253,36,17.568000,0.017568000
334,12.423099160,81,39.528000,0.039528000
335,12.460294068,23,11.224000,0.011224000
336,12.497488976,72,35.136000,0.035136000
337,12.534683883,103,50.264000,0.050264000
338,12.571878791,31,15.128000,0.015128000
339,12.609073699,70,34.160000,0.034160000
340,12.646268606,59,28.792000,0.028792000
341,12.683463514,72,35.136000,0.035136000
342,12.720658422,39,19.032000,0.019032000
343,12.757853329,69,33.672000,0.033672000
344,12.795048237,71,34.648000,0.034648000
345,12.832243145,25,12.200000,0.012200000
346,12.869438052,43,20.984000,0.020984000
347,12.906632960,63,30.744000,0.030744000
348,12.943827868,3,1.464000,0.001464000
349,12.981022775,71,34.648000,0.034648000
350,13.018217683,19,9.272000,0.009272000
351,13.055412591,57,27.816000,0.027816000
352,13.092607498,8,3.904000,0.003904000
353,13.129802406,26,12.688000,0.012688000
354,13.166997313,53,25.864000,0.025864000
355,13.204192221,57,27.816000,0.027816000
356,13.241387129,40,19.520000,0.019520000
357,13.278582036,28,13.664000,0.013664000
358,13.315776944,28,13.664000,0.013664000
359,13.352971852,45,21.960000,0.021960000
360,13.390166759,47,22.936000,0.022936000
361,13.427361667,47,22.936000,0.022936000
362,13.464556575,98,47.824000,0.047824000
363,13.501751482,56,27.328000,0.027328000
364,13.538946390,93,45.384000,0.045384000
365,13.576141298,40,19.520000,0.019520000
366,13.613336205,65,31.720000,0.031720000
367,13.650531113,40,19.520000,0.019520000
368,13.687726021,47,22.936000,0.022936000
369,13.724920928,47,22.936000,0.022936000
370,13.762115836,38,18.544000,0.018544000
371,13.799310744,57,27.816000,0.027816000
372,13.836505651,36,17.568000,0.017568000
373,13.873700559,71,34.648000,0.034648000
374,13.910895467,92,44.896000,0.044896000
375,13.948090374,9,4.392000,0.004392000
376,13.985285282,18,8.784000,0.008784000
377,14.022480190,79,38.552000,0.038552000
378,14.059675097,45,21.960000,0.021960000
379,14.096870005,55,26.840000,0.026840000
380,14.134064913,37,18.056000,0.018056000
381,14.171259820,40,19.520000,0.019520000
382,14.208454728,83,40.504000,0.040504000
383,14.245649636,50,24.400000,0.024400000
384,14.282844543,71,34.648000,0.034648000
385,14.320039451,28,13.664000,0.013664000
386,14.357234359,71,34.648000,0.034648000
387,14.394429266,58,28.304000,0.028304000
