sample_index,raw_value,g_value
244,137410,19.774050085794514
245,137407,19.77252674578827
246,137408,19.77303452579035
247,137418,19.77811232581115
248,137427,19.78268234582987
249,137426,19.782174565827788
250,137422,19.780143445819462
251,137417,19.77760454580907
252,137414,19.776081205802825
253,137414,19.776081205802825
254,137415,19.776588985804906
255,137418,19.77811232581115
256,137426,19.782174565827788
257,137429,19.783697905834032
258,137424,19.781159005823625
259,137419,19.778620105813232
260,137416,19.777096765806988
261,137415,19.776588985804906
262,137419,19.778620105813232
263,137419,19.778620105813232
264,137415,19.776588985804906
265,137413,19.775573425800744
266,137415,19.776588985804906
267,137419,19.778620105813232
268,137426,19.782174565827788
269,137427,19.78268234582987
270,137423,19.780651225821543
271,137421,19.77963566581738
272,137422,19.780143445819462
273,137422,19.780143445819462
274,137425,19.781666785825706
275,137429,19.783697905834032
276,137429,19.783697905834032
277,137429,19.783697905834032
278,137427,19.78268234582987
279,137423,19.780651225821543
280,137422,19.780143445819462
281,137423,19.780651225821543
282,137423,19.780651225821543
283,137427,19.78268234582987
284,137429,19.783697905834032
285,137425,19.781666785825706
286,137424,19.781159005823625
287,137426,19.782174565827788
288,137423,19.780651225821543
289,137418,19.77811232581115
290,137415,19.776588985804906
291,137416,19.777096765806988
292,137419,19.778620105813232
293,137422,19.780143445819462
294,137423,19.780651225821543
295,137428,19.78319012583195
296,137433,19.785729025842343
297,137430,19.7842056858361
298,137425,19.781666785825706
299,137425,19.781666785825706
300,137424,19.781159005823625
301,137422,19.780143445819462
302,137418,19.77811232581115
303,137413,19.775573425800744
304,137412,19.775065645798662
305,137417,19.77760454580907
306,137420,19.779127885815313
307,137419,19.778620105813232
308,137421,19.77963566581738
309,137421,19.77963566581738
310,137418,19.77811232581115
311,137414,19.776081205802825
312,137410,19.774050085794514
313,137412,19.775065645798662
314,137418,19.77811232581115
315,137419,19.778620105813232
316,137418,19.77811232581115
317,137417,19.77760454580907
318,137415,19.776588985804906
319,137414,19.776081205802825
320,137418,19.77811232581115
321,137420,19.779127885815313
322,137418,19.77811232581115
323,137416,19.777096765806988
324,137413,19.775573425800744
325,137411,19.774557865796595
326,137416,19.777096765806988
327,137420,19.779127885815313
328,137417,19.77760454580907
329,137413,19.775573425800744
330,137409,19.773542305792432
331,137407,19.77252674578827
332,137408,19.77303452579035
333,137412,19.775065645798662
334,137415,19.776588985804906
335,137416,19.777096765806988
336,137419,19.778620105813232
337,137424,19.781159005823625
338,137429,19.783697905834032
339,137430,19.7842056858361
340,137426,19.782174565827788
341,137422,19.780143445819462
342,137419,19.778620105813232
343,137417,19.77760454580907
344,137415,19.776588985804906
345,137413,19.775573425800744
346,137412,19.775065645798662
347,137416,19.777096765806988
348,137423,19.780651225821543
349,137427,19.78268234582987
350,137427,19.78268234582987
351,137427,19.78268234582987
352,137426,19.782174565827788
353,137421,19.77963566581738
354,137417,19.77760454580907
355,137416,19.777096765806988
356,137418,19.77811232581115
357,137417,19.77760454580907
358,137419,19.778620105813232
359,137424,19.781159005823625
360,137425,19.781666785825706
361,137420,19.779127885815313
362,137417,19.77760454580907
363,137419,19.778620105813232
364,137416,19.777096765806988
365,137409,19.773542305792432
